Word,Definitions
streng,"streng (strong nominative masculine singular strenger, comparative strenger, superlative am strengsten); severe, rigid, strict"
Norden,"Norden m (strong, genitive Nordens, no plural); north (direction); north (region)"
selbstverständlich,"selbstverständlich (strong nominative masculine singular selbstverständlicher, comparative selbstverständlicher, superlative am selbstverständlichsten); natural, self-evident; granted"
Hoffnung,"Hoffnung f (genitive Hoffnung, plural Hoffnungen); hope, the belief or expectation that something wished for can or will really happen.; (inanimate) hope, the actual thing wished for; (animate) hope, a person or thing that is a source of hope"
Bitte,"Bitte f (genitive Bitte, plural Bitten); request, plea"
abhängen,"abhängen (class 7 strong, third-person singular present hängt ab, past tense hing ab, past participle abgehangen, auxiliary haben); (intransitive, with von (on)) to depend (as a necessary condition); (intransitive, informal) to hang out [from 1990s]"
schätzen,"schätzen (weak, third-person singular present schätzt, past tense schätzte, past participle geschätzt, auxiliary haben); (transitive) to estimate; to guess; to suppose; to assume; (transitive) to evaluate; to price; to assess; (transitive) to esteem; to appreciate; to value (e.g. an act of kindness or a helpful person)"
prüfen,"prüfen (weak, third-person singular present prüft, past tense prüfte, past participle geprüft, auxiliary haben); to examine"
Schiff,"Schiff n (strong, genitive Schiffes or Schiffs, plural Schiffe, diminutive Schiffchen n or Schifflein n); (nautical) ship; (architecture) nave [from 16th c.]; (informal) a large, unwieldy car (e.g. an SUV); (obsolete) vessel (for holding fluids); (dated, regional) boiler (metal container for boiling water in some old stoves and ovens); (priting) galley (tray)"
anlegen,"anlegen (weak, third-person singular present legt an, past tense legte an, past participle angelegt, auxiliary haben); (transitive) to create; (ditransitive) to put on (clothing, jewelry, etc.), to strap on; (reflexive, with mit) to start a fight with; (transitive) to lay in, set aside (a supply, a reserve, a stock); (transitive, finance) to save (money, capital) with interest, to invest; (transitive) to apply (criteria, standards); (transitive) to lay out, to arrange, to design (a park, garden, etc.); (es darauf anlegen) to be determined (to); (intransitive, weaponry) to aim [+ auf ( at)]; (nautical) to dock"
unterhalten,"unterhalten (class 7 strong, third-person singular present unterhält, past tense unterhielt, past participle unterhalten, auxiliary haben); (transitive) to maintain; (transitive) to entertain; (reflexive) to converse [+ über (accusative)]"
bemühen,"bemühen (weak, third-person singular present bemüht, past tense bemühte, past participle bemüht, auxiliary haben); (reflexive) to make an effort; (reflexive, often with mit (with)) to trouble oneself"
Ohr,"Ohr n (mixed, genitive Ohres or Ohrs, plural Ohren, diminutive Öhrchen n); (anatomy, countable) the ear; the auditory organ; (anatomy, countable) the ear; the external visible part of the organ, the auricle; (architecture) the overhanging part on the frame of a window or door; a highway interchange which is ear-shaped or ribbon-shaped"
ober,"ober; (Austria, South Tyrol) over, above"
komplex,"komplex (strong nominative masculine singular komplexer, comparative komplexer, superlative am komplexesten); complex, sophisticated, involved"
Tat,"Tat f (genitive Tat, plural Taten); deed; act, action; (law) crime, offense"
schreien,"schreien (class 1 strong, third-person singular present schreit, past tense schrie, past participle geschrien, auxiliary haben); (transitive or intransitive) to shout; to yell; to cry; to scream; to howl"
Gewinn,"Gewinn m (strong, genitive Gewinnes or Gewinns, plural Gewinne); profit, gain, yield; winnings, prize"
verpflichten,"verpflichten (weak, third-person singular present verpflichtet, past tense verpflichtete, past participle verpflichtet, auxiliary haben); (transitive) to oblige somebody, make somebody promise; (transitive) to commit, to oblige; (transitive) to oblige, to swear, to be sworn; (transitive) to engage; (intransitive, law) to bind somebody by contract, to oblige somebody; (intransitive) to be an obligation; (reflexive) to undertake (to commit oneself to an obligation)"
Band,"Band n (strong, genitive Bandes or Bands, plural Bänder or (figurative or poetic) Bande, diminutive Bändchen n or Bändlein n); tape, ribbon; (anatomy) A ligament; band or tie holding items together; belt (conveyor belt, fan belt, etc.); band of the spectrum; (figurative) intimate bond to a person [plural: Bande]; (figurative) dependence, social bond [plural: Bande]; (poetic) shackle [plural: Bande]"
festlegen,"festlegen (weak, third-person singular present legt fest, past tense legte fest, past participle festgelegt, auxiliary haben); to set, to determine; (reflexive) to commit oneself to… (sich auf … festlegen )"
fein,"fein (strong nominative masculine singular feiner, comparative feiner, superlative am feinsten); fine (not rough, coarse, or thick); (dated, except in certain expressions) fine; very good; as it should be; refined; posh; fancy; (with zu and often reflexive dative) too good; not willing to do something or associate with it because one thinks it beneath one"
Einstellung,"Einstellung f (genitive Einstellung, plural Einstellungen); attitude; hiring, beginning of an employment; cessation, discontinuation; (law) dismissal (of action or a case); (technology) adjustment, setting, calibration (of a machine); (medicine) adjustment (of medication); (film) shot, take"
Bericht,"Bericht m (strong, genitive Berichtes or Berichts, plural Berichte); report, account, news story"
brechen,"brechen (class 4 strong, third-person singular present bricht, past tense brach, past participle gebrochen, past subjunctive bräche, auxiliary haben or sein); (transitive) to break [auxiliary haben]; (transitive, physics) to refract [auxiliary haben]; (transitive or intransitive) to vomit [auxiliary haben]; (transitive) to fold [auxiliary haben]; (intransitive) to become broken; to break; to fracture [auxiliary sein]"
Band,"Band n (strong, genitive Bandes or Bands, plural Bänder or (figurative or poetic) Bande, diminutive Bändchen n or Bändlein n); tape, ribbon; (anatomy) A ligament; band or tie holding items together; belt (conveyor belt, fan belt, etc.); band of the spectrum; (figurative) intimate bond to a person [plural: Bande]; (figurative) dependence, social bond [plural: Bande]; (poetic) shackle [plural: Bande]"
definieren,"definieren (weak, third-person singular present definiert, past tense definierte, past participle definiert, auxiliary haben); to define"
König,"König m (strong, genitive Königes or Königs, plural Könige); king (monarch, chess, card games)"
Mai,"Mai m (strong, genitive Mais or Mai, plural Maie); May (month)"
zurückkehren,"zurückkehren (weak, third-person singular present kehrt zurück, past tense kehrte zurück, past participle zurückgekehrt, auxiliary sein); to return"
orientieren,"orientieren (weak, third-person singular present orientiert, past tense orientierte, past participle orientiert, auxiliary haben); (reflexive) to orient oneself; to orientate oneself (UK)"
Sieg,"Sieg m (strong, genitive Sieges or Siegs, plural Siege); victory"
der,der (definite); the
weitergehen,"weitergehen (class 7 strong, third-person singular present geht weiter, past tense ging weiter, past participle weitergegangen, auxiliary sein); to proceed, progress, continue; to keep moving"
beitragen,"beitragen (class 6 strong, third-person singular present trägt bei, past tense trug bei, past participle beigetragen, past subjunctive trüge bei, auxiliary haben); (intransitive) to contribute to (to give something, that is or becomes part of a larger whole) [+ zu (object) = to]"
Band,"Band n (strong, genitive Bandes or Bands, plural Bänder or (figurative or poetic) Bande, diminutive Bändchen n or Bändlein n); tape, ribbon; (anatomy) A ligament; band or tie holding items together; belt (conveyor belt, fan belt, etc.); band of the spectrum; (figurative) intimate bond to a person [plural: Bande]; (figurative) dependence, social bond [plural: Bande]; (poetic) shackle [plural: Bande]"
Gericht,"Gericht n (strong, genitive Gerichtes or Gerichts, plural Gerichte); court (of justice); judgement"
dahin,"dahin; there (to or into that place; thither); over, gone"
insofern,"insofern; up to here; in that; construed with als, to which a redundant dass is sometimes added; (chiefly informal) so, thus, accordingly, in this regard"
Bund,"Bund m (strong, genitive Bundes or Bunds, plural Bünde); (politics) alliance, federation, league; (biblical) covenant; (music) fret (of a guitar); waistband"
Traum,"Traum m (strong, genitive Traumes or Traums, plural Träume); dream"
tätig,"tätig (strong nominative masculine singular tätiger, not comparable); active (given to action)"
einnehmen,"einnehmen (class 4 strong, third-person singular present nimmt ein, past tense nahm ein, past participle eingenommen, past subjunctive nähme ein, auxiliary haben); (military) to conquer; (a position) to take; (of food, drink or medicine) to take, to have; (space, area) to take up, to cover, to span; (jemanden für sich einnehmen) gain someone's sympathy"
