Word,Definitions
verpacken,"verpacken (weak, third-person singular present verpackt, past tense verpackte, past participle verpackt, auxiliary haben); to pack"
irritieren,"irritieren (weak, third-person singular present irritiert, past tense irritierte, past participle irritiert, auxiliary haben); to confuse, disturb, put off, annoy"
hetzen,"hetzen (weak, third-person singular present hetzt, past tense hetzte, past participle gehetzt, auxiliary haben); (transitive) to chase; to pursue; (transitive with auf) to sic, to set upon (of dogs etc.); (intransitive) to agitate [+ gegen (object)]; (intransitive, colloquial, also used reflexive) to be in a hurry, to hustle"
abschlachten,"abschlachten (weak, third-person singular present schlachtet ab, past tense schlachtete ab, past participle abgeschlachtet, auxiliary haben); to slaughter (to kill brutally); to commit mass murder"
buchstabieren,"buchstabieren (weak, third-person singular present buchstabiert, past tense buchstabierte, past participle buchstabiert, auxiliary haben); (usually transitive) to spell (name the letters of a word)"
verklemmen,"verklemmen (weak, third-person singular present verklemmt, past tense verklemmte, past participle verklemmt, auxiliary haben); (transitive) to jam something; to clamp; to hem in; (reflexive) to become jammed"
kreuzigen,"kreuzigen (weak, third-person singular present kreuzigt, past tense kreuzigte, past participle gekreuzigt, auxiliary haben); to crucify"
teilhaben,"teilhaben (irregular, third-person singular present hat teil, past tense hatte teil, past participle teilgehabt, past subjunctive hätte teil, auxiliary haben); to participate"
verhauen,"verhauen (weak or mixed, third-person singular present verhaut, past tense verhaute, past participle verhauen or (Austria) verhaut, auxiliary haben); to bash up, trounce; to miscalculate; (education) to flunk"
bestreiten,"bestreiten (class 1 strong, third-person singular present bestreitet, past tense bestritt, past participle bestritten, auxiliary haben); to deny (assert to be false); to dispute, contest, controvert (oppose a proposition or call it into question by argument or assertion); to pay for, to sustain financially"
spendieren,"spendieren (weak, third-person singular present spendiert, past tense spendierte, past participle spendiert, auxiliary haben); (colloquial) to pay for (something for someone else), to buy (something for someone else)"
hineingehen,"hineingehen (class 7 strong, third-person singular present geht hinein, past tense ging hinein, past participle hineingegangen, auxiliary sein); to go in, to go inside"
durchdenken,"durchdenken (irregular weak, third-person singular present durchdenkt, past tense durchdachte, past participle durchdacht, past subjunctive durchdächte, auxiliary haben); to think through, to reflect about, to deliberate"
abbrennen,"abbrennen (irregular weak, third-person singular present brennt ab, past tense brannte ab, past participle abgebrannt, past subjunctive brennte ab, auxiliary haben or sein); (transitive, auxiliary haben) to set fire to, to destroy by fire; (intransitive, auxiliary sein) to burn down, to burn up, to be destroyed by fire; (transitive, auxiliary haben) to burn off, to remove by burning; (intransitive, auxiliary sein) to burn out (burn until extinguished due to lack of fuel)"
krepieren,"krepieren (weak, third-person singular present krepiert, past tense krepierte, past participle krepiert, auxiliary sein); (intransitive, vulgar) to die miserably, to croak"
absitzen,"absitzen (class 5 strong, third-person singular present sitzt ab, past tense saß ab, past participle abgesessen, past subjunctive säße ab, auxiliary haben or sein); (transitive, auxiliary haben) to serve (time, e. g. in prison); (intransitive, auxiliary sein) to dismount (from a horse)"
abriegeln,"abriegeln (weak, third-person singular present riegelt ab, past tense riegelte ab, past participle abgeriegelt, auxiliary haben); (of a door, etc.) to bar, to bolt; (of an area with barriers) to close off, to block off"
versperren,"versperren (weak, third-person singular present versperrt, past tense versperrte, past participle versperrt, auxiliary haben); to bar, to block; to lock"
schmoren,"schmoren (weak, third-person singular present schmort, past tense schmorte, past participle geschmort, auxiliary haben); to braise"
zusammenbrechen,"zusammenbrechen (class 4 strong, third-person singular present bricht zusammen, past tense brach zusammen, past participle zusammengebrochen, past subjunctive bräche zusammen, auxiliary sein); to break down, collapse"
einjagen,"einjagen (weak, third-person singular present jagt ein, past tense jagte ein, past participle eingejagt, auxiliary haben); (transitive, colloquial, figurative) to fill with, to provoke a negative emotion (fear, shock etc.) in someone"
hochkommen,"hochkommen (class 4 strong, third-person singular present kommt hoch, past tense kam hoch, past participle hochgekommen, past subjunctive käme hoch, auxiliary sein); to come up (socially or physically)"
hergeben,"hergeben (class 5 strong, third-person singular present gibt her, past tense gab her, past participle hergegeben, past subjunctive gäbe her, auxiliary haben); (transitive) to hand over (towards speaker); (intransitive, colloquial, chiefly in the negative) to provide"
sausen,"sausen (weak, third-person singular present saust, past tense sauste, past participle gesaust, auxiliary haben or sein); to rush; to dash, to whizz"
rasten,"rasten (weak, third-person singular present rastet, past tense rastete, past participle gerastet, auxiliary haben); to rest"
ergehen,"ergehen (class 7 strong, third-person singular present ergeht, past tense erging, past participle ergangen, auxiliary sein); (formal, intransitive) to go out, to be issued; (intransitive) to go (well, badly etc. for someone); (reflexive) to hold forth, expatiate (über (+ acc) on); (reflexive) to indulge (oneself) (in (+ dat) in); (reflexive, literary) to take a stroll"
erniedrigen,"erniedrigen (weak, third-person singular present erniedrigt, past tense erniedrigte, past participle erniedrigt, auxiliary haben); to abase (to lower so as to hurt feelings), to dishonor, to humble"
verstummen,"verstummen (weak, third-person singular present verstummt, past tense verstummte, past participle verstummt, auxiliary sein); to become silent"
behindern,"behindern (weak, third-person singular present behindert, past tense behinderte, past participle behindert, auxiliary haben); (transitive) to hinder, to impede, to obstruct"
ausgraben,"ausgraben (class 6 strong, third-person singular present gräbt aus, past tense grub aus, past participle ausgegraben, past subjunctive grübe aus, auxiliary haben); to dig up"
abdrehen,"abdrehen (weak, third-person singular present dreht ab, past tense drehte ab, past participle abgedreht, auxiliary haben); (intransitive, nautical) to veer; (intransitive, aviation) to peel off; to twist off; to cut off the supply of something (originally referring only to water and gas supply which is shut off by closing a valve, later extended to power supply and figuratively flow of funds); (by extension, chiefly Austria) to shut off, to switch off, to turn off (appliance, light, mechanism, functionality etc.); (by extension, chiefly Austria) to abort something, to thwart, to discontinue something; (by extension, colloquial) to lose the plot"
klammern,"klammern (weak, third-person singular present klammert, past tense klammerte, past participle geklammert, auxiliary haben); (reflexive) to cling"
ertappen,"ertappen (weak, third-person singular present ertappt, past tense ertappte, past participle ertappt, auxiliary haben); to catch (someone in an act of wrongdoing)"
wiedererkennen,"wiedererkennen (irregular weak, third-person singular present erkennt wieder, past tense erkannte wieder, past participle wiedererkannt, past subjunctive erkennte wieder, auxiliary haben); (transitive) to recognize"
beschimpfen,"beschimpfen (weak, third-person singular present beschimpft, past tense beschimpfte, past participle beschimpft, auxiliary haben); (transitive, often with wüst) to insult, swear at, call names,  abuse (verbally)"
abschlagen,"abschlagen (class 6 strong, third-person singular present schlägt ab, past tense schlug ab, past participle abgeschlagen, past subjunctive schlüge ab, auxiliary haben); to knock off; to cut off, chop off; (figurative) to refuse, to deny, to reject (a request); (golf) to tee off; (soccer) to punt; to take down (a tent)"
abfangen,"abfangen (class 7 strong, third-person singular present fängt ab, past tense fing ab, past participle abgefangen, auxiliary haben); to intercept; to pull up; to pull an aircraft out of a dive"
vergewissern,"vergewissern (weak, third-person singular present vergewissert, past tense vergewisserte, past participle vergewissert, auxiliary haben); (reflexive, with genitive) to make sure (of); to check; to make certain (of)"
traben,"traben (weak, third-person singular present trabt, past tense trabte, past participle getrabt, auxiliary sein or haben); to trot (of horses) [auxiliary sein or haben]; (figurative) to trot, to move quickly [auxiliary sein]"
zelten,"zelten (weak, third-person singular present zeltet, past tense zeltete, past participle gezeltet, auxiliary haben); to camp, tent (to stay in the outdoors in a tent)"
ausschneiden,"ausschneiden (class 1 strong, third-person singular present schneidet aus, past tense schnitt aus, past participle ausgeschnitten, auxiliary haben); (transitive) to cut out"
besichtigen,"besichtigen (weak, third-person singular present besichtigt, past tense besichtigte, past participle besichtigt, auxiliary haben); to visit (a city, tourist site, monument etc.); to have a look around; to view (a property)"
grollen,"grollen (weak, third-person singular present grollt, past tense grollte, past participle gegrollt, auxiliary haben); (transitive) to grumble, to thunder; (transitive) to be angry"
autorisieren,"autorisieren (weak, third-person singular present autorisiert, past tense autorisierte, past participle autorisiert, auxiliary haben); to authorize"
verspielen,"verspielen (weak, third-person singular present verspielt, past tense verspielte, past participle verspielt, auxiliary haben); (transitive) to gamble something away (lose something in a game); (transitive) to lose something lightly; to squander; to waste; (intransitive, chiefly in the perfect tenses) to lose someone’s goodwill [+ bei (object)]; (reflexive) to make a mistake at playing (e.g. play a wrong note on a music instrument)"
offenbaren,"offenbaren (weak, third-person singular present offenbart, past tense offenbarte, past participle (prescribed, more frequent) offenbart or (less frequent but not uncommon) geoffenbart, auxiliary haben); (transitive) to reveal, to disclose; (reflexive) to become evident; (reflexive, religion) to reveal oneself"
ermutigen,"ermutigen (weak, third-person singular present ermutigt, past tense ermutigte, past participle ermutigt, auxiliary haben); to encourage"
pennen,"pennen (weak, third-person singular present pennt, past tense pennte, past participle gepennt, auxiliary haben); (slang) to sleep; (slang, by extension) to be inattentive"
widerfahren,"widerfahren (class 6 strong, third-person singular present widerfährt, past tense widerfuhr, past participle widerfahren, past subjunctive widerführe, auxiliary sein); (formal, impersonal, with dative) to befall, to happen to"
zerlegen,"zerlegen (weak, third-person singular present zerlegt, past tense zerlegte, past participle zerlegt, auxiliary haben); to dismantle, disassemble; to decompose; to dismember, dissect; to analyze/analyse"
beistehen,"beistehen (irregular strong, third-person singular present steht bei, past tense stand bei, past participle beigestanden, past subjunctive stände bei or stünde bei, auxiliary haben or sein); to assist [+dative]"
abwischen,"abwischen (weak, third-person singular present wischt ab, past tense wischte ab, past participle abgewischt, auxiliary haben); to wipe off, wipe away"
bewohnen,"bewohnen (weak, third-person singular present bewohnt, past tense bewohnte, past participle bewohnt, auxiliary haben); (transitive) to inhabit, to occupy"
absperren,"absperren (weak, third-person singular present sperrt ab, past tense sperrte ab, past participle abgesperrt, auxiliary haben); to block something, to close something off, to barricade; to cut something off; to seal off; (chiefly Austria, Bavaria, Southern German) to bar something, to lock up"
hasten,"hasten (weak, third-person singular present hastet, past tense hastete, past participle gehastet, auxiliary sein); to hurry, to rush"
schminken,"schminken (weak, third-person singular present schminkt, past tense schminkte, past participle geschminkt, auxiliary haben); (transitive) to put on (make-up, lipstick, etc.), to make one's face; to paint one's face"
verschwimmen,"verschwimmen (class 3 strong, third-person singular present verschwimmt, past tense verschwamm or (archaic) verschwomm, past participle verschwommen, past subjunctive verschwämme or verschwömme, auxiliary sein); to blur"
blenden,"blenden (weak, third-person singular present blendet, past tense blendete, past participle geblendet, auxiliary haben); (transitive or intransitive) to dazzle; to blind (confuse someone’s sight by means of excessive brightness); (usually intransitive, figurative) to show off; to pose (try to make an impression on someone by behaving affectedly and/or overstating one’s achievements); (transitive, literary, chiefly historical) to blind (punish someone by making them blind)"
altern,"altern (weak, third-person singular present altert, past tense alterte, past participle gealtert, auxiliary sein); to age"
missachten,"missachten (weak, third-person singular present missachtet, past tense missachtete, past participle missachtet, auxiliary haben); to ignore (deliberately pay no attention to), disregard; to flout"
zerschmettern,"zerschmettern (weak, third-person singular present zerschmettert, past tense zerschmetterte, past participle zerschmettert, auxiliary haben); (transitive) to smash; to smash up"
rammen,"rammen (weak, third-person singular present rammt, past tense rammte, past participle gerammt, auxiliary haben); (transitive) to ram"
